loss,mean_iou,val_loss,val_mean_iou,lr
6.6603498458862305,0.00022672498016618192,5.668839454650879,0.00025134009774774313,0.001
5.696617603302002,0.0002745953679550439,5.535700798034668,0.00027016198146156967,0.001
5.5443549156188965,0.00028739002300426364,5.399562358856201,0.00027222014614380896,0.001
5.466823577880859,0.00030631490517407656,5.323089599609375,0.00027779603260569274,0.001
5.308355331420898,0.00032501723035238683,5.376835823059082,0.0002406938438070938,0.001
5.243717193603516,0.0003391921636648476,5.212770462036133,0.0003136309969704598,0.001
5.217626094818115,0.0003606688405852765,5.20660924911499,0.0002489470934960991,0.001
5.183547496795654,0.00037039435119368136,5.193134784698486,0.0002930486516561359,0.001
5.12479829788208,0.00038656219840049744,5.098376274108887,0.0002564224414527416,0.001
5.076339244842529,0.00038676385884173214,5.106754779815674,0.0002924174186773598,0.001
5.034794330596924,0.0004260248097125441,5.075808525085449,0.00028414104599505663,0.001
4.981568813323975,0.00041760964086279273,5.014986515045166,0.0002829287259373814,0.001
4.958878040313721,0.0004304269968997687,5.121433258056641,0.00027491344371810555,0.001
4.910460472106934,0.00046374654630199075,4.960837364196777,0.000299859675578773,0.001
4.860776424407959,0.0004806001379620284,5.350640296936035,0.000298166909487918,0.001
4.886936187744141,0.0004668663605116308,4.964687824249268,0.00026579154655337334,0.001
4.861235618591309,0.0004913160228170455,4.997932434082031,0.0002680030302144587,0.001
4.838838577270508,0.0004893154255114496,5.07403039932251,0.0002601664455141872,0.001
4.8218994140625,0.00046757166273891926,4.9793243408203125,0.00025639423984102905,0.001
4.7927045822143555,0.000494119361974299,4.895731449127197,0.00030552735552191734,0.001
